DATE,daily_return
2020/9/11,0.00806308866900649
2020/9/14,0.011965837133642994
2020/9/15,0.006042096804987557
2020/9/16,-0.004645307
2020/9/17,-0.000817703
2020/9/18,-0.014304934
2020/9/21,-0.019319057
2020/9/22,0.006853836527242669
2020/9/23,-0.026805729
2020/9/24,-0.011593857
2020/9/25,0.01615853080234502
2020/9/28,0.0174668909239075
2020/9/29,-0.002180278
2020/9/30,0.008150542383506074
2020/10/1,-0.014466195
2020/10/2,-0.013942934
2020/10/5,0.007763847705537026
2020/10/6,0.0007090603722678396
2020/10/7,0.020641352598552036
2020/10/8,0.010219821249329552
2020/10/9,0.0015189653872398423
2020/10/12,0.012868426031250586
2020/10/13,-0.014374829
2020/10/14,0.0019801710532475697
2020/10/15,0.0027704317053506727
2020/10/16,0.004303759891277919
2020/10/19,-0.021354282
2020/10/20,-0.002929493
2020/10/21,-0.003754611
2020/10/22,-0.005947311
2020/10/23,0.00010732723009454064
2020/10/26,-0.02994663
2020/10/27,-0.021836569
2020/10/28,-0.031251757
2020/10/29,-0.001137411
2020/10/30,0.006367362208688707
2020/11/2,-0.000286357
2020/11/3,0.021007439132370614
2020/11/4,-0.002692933
2020/11/5,0.01784883913668514
2020/11/6,0.007873454524638751
2020/11/9,0.017147784261827347
2020/11/10,0.014332776658751578
2020/11/11,0.01582132640264911
2020/11/12,-0.016122303
2020/11/13,0.06699217375388906
2020/11/16,0.027376689988058478
2020/11/17,-0.015567081
2020/11/18,-0.013943784
2020/11/19,-0.003164291
2020/11/20,-0.005021542
2020/11/23,0.01636892815988409
2020/11/24,0.023268319307751726
2020/11/25,-0.002502786
2020/11/27,0.0038600016629762026
2020/11/30,0.008348976665775696
2020/12/1,0.011023554217853926
2020/12/2,0.00847182290651246
2020/12/3,0.0052274171142907295
2020/12/4,0.006062836597160907
2020/12/7,-0.00072963
2020/12/8,0.0003240326596916249
2020/12/9,0.006962408810181805
2020/12/10,-0.008273797
2020/12/11,0.00026444453817958604
2020/12/14,-0.002031689
2020/12/15,0.011383023582460896
2020/12/16,-0.000652127
2020/12/17,0.0026022437152494094
2020/12/18,0.013737703833575435
2020/12/21,-0.01232216
2020/12/22,-0.004260115
2020/12/23,-0.00725148
2020/12/24,0.0038402497454903487
2020/12/28,0.00854345194073829
2020/12/29,-0.006251416
2020/12/30,-0.00387846
2020/12/31,0.0059838624853877165
2021/1/4,-0.016827893
2021/1/5,-0.000624234
2021/1/6,0.009713868065115806
2021/1/7,0.01247761160282206
2021/1/8,0.0018608019260138908
2021/1/11,0.006954434737663631
2021/1/12,0.009345150259690118
2021/1/13,-0.00922879
2021/1/14,-0.004757281
2021/1/15,0.006159215591575036
2021/1/19,-0.00496009
2021/1/20,0.002313768705405699
2021/1/21,-0.004332201
2021/1/22,-0.0075158
2021/1/25,0.006160717203044433
2021/1/26,0.00474866629233303
2021/1/27,0.009840900904383953
2021/1/28,-0.008405585
2021/1/29,-0.016497953
2021/2/1,0.0179343362788744
2021/2/2,0.009510438531058943
2021/2/3,-0.001674433
2021/2/4,0.032303397741770386
2021/2/5,0.01762983718637405
2021/2/8,0.017378746348834018
2021/2/9,-0.009798524
2021/2/10,-0.025216164
2021/2/11,0.006904540894614147
2021/2/12,-0.005846899
2021/2/16,-0.017054338
2021/2/17,-0.005511618
2021/2/18,0.0024252689693811088
2021/2/19,-0.014935802
2021/2/22,-0.005162865
2021/2/23,0.001551267735843475
2021/2/24,0.005214042063973702
2021/2/25,-0.005184076
2021/2/26,-0.014088063
2021/3/1,0.023322128975213567
2021/3/2,-0.009083282
2021/3/3,-0.00844979
2021/3/4,-0.011432298
2021/3/5,0.03526468719833894
2021/3/8,0.027365203539497555
2021/3/9,0.00834908322367513
2021/3/10,0.007503213522639626
2021/3/11,0.011455067777428258
2021/3/12,8.193699050014318e-05
2021/3/15,0.012090148614964439
2021/3/16,0.005180981927308549
2021/3/17,-0.004651382
2021/3/18,-0.012964612
2021/3/19,0.0035573001719124858
2021/3/22,0.027359195646516822
2021/3/23,-0.006381047
2021/3/24,-0.007520079
2021/3/25,0.017448752225589833
2021/3/26,0.03986726840859954
2021/3/29,-0.000171218
2021/3/30,-0.014499227
2021/3/31,-0.002107482
2021/4/1,0.00554471768166783
2021/4/5,0.008204030318442976
2021/4/6,-0.007469153
2021/4/7,-0.00501061
2021/4/8,0.0027942987387293665
2021/4/9,0.0036730222216339046
2021/4/12,-0.010338793
2021/4/13,0.002098907724386064
2021/4/14,-0.005596094
2021/4/15,0.005008843879766377
2021/4/16,0.0222770291129058
2021/4/19,0.0016450431474679045
2021/4/20,-0.020982827
2021/4/21,0.002699577420427388
2021/4/22,-0.008324559
2021/4/23,0.008224084228285434
2021/4/26,-0.005390386
2021/4/27,-0.005501207
2021/4/28,-0.004927911
2021/4/29,0.006828127944287009
2021/4/30,-0.010156337
2021/5/3,0.0045937797786854305
2021/5/4,-0.009066214
2021/5/5,0.008206041368271659
2021/5/6,0.025287581866254735
2021/5/7,0.01851062256873967
2021/5/10,-0.004510717
2021/5/11,-0.006617395
2021/5/12,-0.023385159
2021/5/13,0.01673150705247052
2021/5/14,0.007823039223221884
2021/5/17,0.0011922023864884134
2021/5/18,-0.000151535
2021/5/19,-0.00921125
2021/5/20,0.007716314104537338
2021/5/21,-0.008165073
2021/5/24,0.01799002917720043
2021/5/25,-0.001614831
2021/5/26,-0.00738742
2021/5/27,-4.61E-05
2021/5/28,-7.75E-05
2021/6/1,-0.005465099
2021/6/2,0.006252388689642313
2021/6/3,0.007265123611034792
2021/6/4,0.01357577835484888
2021/6/7,-0.002407631
2021/6/8,0.0035168939534515266
2021/6/9,-0.001972874
2021/6/10,0.01876513741564122
2021/6/11,-0.004853468
2021/6/14,-0.010738481
2021/6/15,-0.006903189
2021/6/16,-0.006193176
2021/6/17,-0.006668681
2021/6/18,-0.020050104
2021/6/21,0.021260551887436353
2021/6/22,0.0017115071698898309
2021/6/23,-0.009807698
2021/6/24,0.00016244754333810516
2021/6/25,0.005307308259779587
2021/6/28,-0.001575348
2021/6/29,-0.000866396
2021/6/30,0.0015577430042269544
2021/7/1,0.00822044697740827
2021/7/2,0.0016827151768997236
2021/7/6,-0.010485065
2021/7/7,0.00541946006836505
2021/7/8,0.00019668144820938607
2021/7/9,0.008530503061893806
2021/7/12,-0.00909383
2021/7/13,0.002050595458039864
2021/7/14,0.013884868347122865
2021/7/15,-0.008116438
2021/7/16,0.0005977448894183923
2021/7/19,-0.011525547
2021/7/20,0.009301326066476287
2021/7/21,0.005895996580378582
2021/7/22,0.011992181232108436
2021/7/23,0.012318060972515097
2021/7/26,0.004613520741141166
2021/7/27,-0.003449208
2021/7/28,-0.009321791
2021/7/29,0.005553799498680176
2021/7/30,0.005641194175351509
2021/8/2,0.0014157427378903914
2021/8/3,0.014163753788227498
2021/8/4,-0.010025196
2021/8/5,0.0008629230152366917
2021/8/6,-0.002120672
2021/8/9,-0.002700515
2021/8/10,0.0025524402357766643
2021/8/11,0.004443255630663755
2021/8/12,0.009631128570429607
2021/8/13,0.0012403651807321846
2021/8/16,-0.003192624
2021/8/17,-0.0049709
2021/8/18,-0.015929708
2021/8/19,0.038567978991645255
2021/8/20,0.016104122485537397
2021/8/23,0.00523940147326718
2021/8/24,0.013481397249744958
2021/8/25,0.00011792795048094819
2021/8/26,-0.002036673
2021/8/27,-0.003553003
